index,url,rest_price_idr,review,lat,long,is_chain,rating,new_code_res_type,rank_res_type,new_code_fac,rank_fac,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000
61,https://www.zomato.com/jakarta/bukan-ropang-kelapa-gading/info,80000.0,122.0,-6.1452450311,106.8947692215,0,3.8,0,39,0,246,00000000000000000000000000000000000000000000000000000000000000000000000000100000000000,qquj03,0.0,44.0,32.0,37.0,21.0,11.0,16.0,28.0,8.0,5.0,4.0,43.0,25.0,36.0,12.0,0.0,2.4508130918113644,0.024096385542168676
62,https://www.zomato.com/jakarta/sari-sanjaya-kelapa-gading/info,100000.0,166.0,-6.153631,106.908943,1,3.9,0,20,4,0,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qquhbz,0.0,79.0,75.0,46.0,16.0,5.0,10.0,19.0,7.0,4.0,16.0,42.0,48.0,42.0,26.0,0.0,2.3408295523705926,0.06896551724137931
63,https://www.zomato.com/jakarta/mr-ca-jang-kelapa-gading/info,200000.0,24.0,-6.1510642821,106.8907764182,0,3.6,0,10,0,51,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquj02,0.0,74.0,62.0,42.0,22.0,38.0,12.0,30.0,6.0,11.0,1.0,69.0,32.0,47.0,30.0,0.0,2.399391712883096,0.1044776119402985
64,https://www.zomato.com/jakarta/bakmi-medan-kebon-jahe-kelapa-gading/info,90000.0,34.0,-6.1474181323,106.9097832218,0,3.8,0,183,1,2,00000010000000000000000000000000000000000000000000100000000000000000000000000000000000,qquj0b,0.0,31.0,26.0,39.0,5.0,8.0,3.0,18.0,6.0,6.0,6.0,38.0,26.0,33.0,11.0,0.0,2.377207444620809,0.08620689655172414
65,https://www.zomato.com/jakarta/holy-noodle-kelapa-gading/info,200000.0,163.0,-6.152228,106.891892,0,4.3,0,10,0,128,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquj02,0.0,76.0,62.0,37.0,23.0,38.0,11.0,30.0,6.0,11.0,1.0,68.0,30.0,49.0,32.0,0.0,2.3952325691549596,0.11428571428571428
66,https://www.zomato.com/jakarta/yoons-kitchen-kelapa-gading/info,150000.0,11.0,-6.1601615469,106.9071238115,0,3.1,0,10,0,937,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquhbw,0.0,112.0,124.0,75.0,31.0,7.0,10.0,47.0,13.0,19.0,14.0,136.0,54.0,91.0,35.0,2.0,2.334533971633871,0.0273224043715847
67,https://www.zomato.com/jakarta/sate-khas-senayan-1-kelapa-gading/info,280000.0,80.0,-6.1455907144,106.8920665607,1,3.5,0,38,0,23,00000000000000000000000000000000000010000000000000000000000000000100000000000000000000,qquj03,0.0,53.0,43.0,40.0,22.0,13.0,16.0,28.0,7.0,8.0,2.0,45.0,26.0,41.0,12.0,0.0,2.424224185015599,0.0875
68,https://www.zomato.com/jakarta/lum-dee-thai-bbq-kelapa-gading/info,100000.0,47.0,-6.1672579786,106.9016028196,0,3.6,0,687,0,12,00000000000100000000000000000000100000000000000000000000000000000000000000000000010000,qquhbt,0.0,64.0,90.0,38.0,32.0,2.0,29.0,59.0,39.0,8.0,17.0,75.0,31.0,55.0,18.0,0.0,2.426209611003169,0.010416666666666666
69,https://www.zomato.com/jakarta/chung-gi-wa-2-kelapa-gading/info,300000.0,59.0,-6.151973,106.889977,1,3.4,0,10,0,16,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquj02,0.0,68.0,60.0,47.0,22.0,38.0,11.0,35.0,5.0,14.0,1.0,65.0,34.0,45.0,39.0,0.0,2.4197016175477435,0.09523809523809523
70,https://www.zomato.com/jakarta/yuraku-kelapa-gading/info,330000193000.0,485.0,-6.158744,106.907144,0,4.3,2,1,0,104,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qquhbw,0.0,100.0,114.0,72.0,26.0,7.0,10.0,42.0,13.0,17.0,10.0,131.0,42.0,71.0,35.0,0.0,2.313563040533426,0.14035087719298245
72,https://www.zomato.com/jakarta/phyllo-coffee-kitchen-kelapa-gading/info,130000.0,43.0,-6.175961,106.895456,0,3.9,0,21,0,11,00000000000000000000100000000000000010000000000000000000000000000000000000000000000000,qquhb7,0.0,55.0,76.0,122.0,73.0,14.0,40.0,60.0,118.0,33.0,2.0,69.0,30.0,113.0,17.0,0.0,2.4109418908830387,0.16666666666666666
73,https://www.zomato.com/jakarta/sinar-khek-2-kelapa-gading/info,60000.0,71.0,-6.150496,106.892064,0,3.5,2,2,0,6,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquj02,0.0,80.0,64.0,41.0,21.0,38.0,12.0,30.0,6.0,8.0,1.0,70.0,32.0,50.0,32.0,0.0,2.3796248631111467,0.1917808219178082
74,https://www.zomato.com/jakarta/kopi-luwak-kelapa-gading/info,200000.0,41.0,-6.15724,106.908243,1,3.2,0,81,0,46,00000000000000000000100000000000000010000000000000000000000000000000000000000000100000,qquhbz,0.0,91.0,82.0,33.0,14.0,5.0,9.0,18.0,7.0,2.0,16.0,37.0,33.0,47.0,25.0,0.0,2.2817700176054587,0.17073170731707318
75,https://www.zomato.com/jakarta/shabu-shabu-express-kelapa-gading/info,200000.0,17.0,-6.157377,106.90781,1,3.5,2,1,0,1401,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qquhbx,0.0,144.0,106.0,70.0,9.0,2.0,9.0,32.0,16.0,6.0,16.0,110.0,42.0,77.0,33.0,0.0,2.2207072410524984,0.13218390804597702
76,https://www.zomato.com/jakarta/gahyo-korean-bbq-kelapa-gading/info,500000.0,20.0,-6.151232,106.890206,0,3.7,0,59,0,513,00000000000100000000000000000000100000000001000000000000000000000000000000000000000000,qquj02,0.0,66.0,60.0,47.0,24.0,38.0,12.0,30.0,6.0,14.0,1.0,66.0,35.0,47.0,36.0,0.0,2.4266856807448636,0.109375
77,https://www.zomato.com/jakarta/lapo-ni-dainang-by-sirait-kelapa-gading/info,80000.0,33.0,-6.170679,106.900164,0,3.9,0,159,4,0,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000,qquhbs,0.0,51.0,65.0,85.0,73.0,4.0,12.0,60.0,104.0,36.0,8.0,83.0,25.0,94.0,31.0,2.0,2.4300023898486542,0.0
78,https://www.zomato.com/jakarta/ayam-suwir-wara-wiri-kelapa-gading/info,80000.0,30.0,-6.171951,106.905466,0,3.8,4,0,1,2,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qquhbs,0.0,55.0,66.0,103.0,86.0,6.0,14.0,77.0,89.0,51.0,18.0,71.0,40.0,75.0,32.0,2.0,2.490031226881317,0.16176470588235295
79,https://www.zomato.com/jakarta/bamboo-dimsum-1-kelapa-gading/info,1.00000212700015e+17,134.0,-6.156545127,106.9088722765,1,2.0,2,2,0,1461,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquhbz,0.0,92.0,84.0,41.0,15.0,5.0,10.0,19.0,9.0,2.0,17.0,48.0,42.0,46.0,25.0,0.0,2.303148267749152,0.15217391304347827
80,https://www.zomato.com/jakarta/bebek-ummi-kelapa-gading/info,100000.0,237.0,-6.1672679787,106.9010167569,0,4.2,0,75,0,1511,00000000000000000000000000000000000000010000000000000000000000000100000000000000000000,qquhbt,0.0,54.0,81.0,39.0,29.0,2.0,30.0,45.0,35.0,8.0,15.0,74.0,31.0,57.0,14.0,0.0,2.4277161763857418,0.056818181818181816
81,https://www.zomato.com/jakarta/pundi-selera-kelapa-gading/info,100000.0,29.0,-6.152123,106.890253,0,3.6,0,152,0,99,00000000000000000010000000000000000010000000000000000000000000000000000000000000000000,qquj02,0.0,70.0,59.0,47.0,23.0,38.0,11.0,35.0,5.0,14.0,1.0,65.0,35.0,45.0,39.0,0.0,2.4202352776739646,0.203125
82,https://www.zomato.com/jakarta/sari-laut-ujung-pandang-1-kelapa-gading/info,200000.0,52.0,-6.1701749915,106.8996079266,0,3.9,0,457,0,77,00000000000000000000000000000000000000000000001000000000000000000110000000000000000000,qquhbs,0.0,49.0,65.0,73.0,59.0,4.0,12.0,58.0,103.0,30.0,6.0,79.0,23.0,93.0,29.0,2.0,2.420341020661253,0.03278688524590164
83,https://www.zomato.com/jakarta/bak-kut-teh-100-kelapa-gading/info,200000.0,48.0,-6.163928,106.902905,0,3.7,2,2,0,65,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquhbt,0.0,92.0,104.0,37.0,24.0,2.0,14.0,49.0,12.0,8.0,14.0,78.0,43.0,60.0,22.0,0.0,2.3251647418708696,0.2
84,https://www.zomato.com/jakarta/gokana-ramen-teppan-kelapa-gading/info,110000.0,161.0,-6.1590091887,106.9070822373,1,3.5,0,164,0,13,00010000000000000000000000000000000000100000000000000000000000000000000000000000000000,qquhbw,0.0,102.0,116.0,72.0,26.0,7.0,10.0,44.0,13.0,17.0,12.0,131.0,42.0,73.0,35.0,2.0,2.3303813201732106,0.16666666666666666
85,https://www.zomato.com/jakarta/seeds-double-tree-coffee-kelapa-gading/info,100000.0,52.0,-6.151762,106.892223,0,3.8,0,182,0,577,00000000000000000010100000000000000001000000000000000000000000000000000000000000000000,qquj02,0.0,80.0,63.0,38.0,24.0,38.0,11.0,30.0,6.0,8.0,1.0,69.0,32.0,50.0,32.0,0.0,2.381948441703323,0.056338028169014086
86,https://www.zomato.com/jakarta/tom-sushi-kelapa-gading/info,100000.0,283.0,-6.1507652708,106.8918291852,1,4.0,0,8,0,4,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qquj02,0.0,80.0,64.0,41.0,21.0,38.0,11.0,30.0,6.0,8.0,1.0,69.0,31.0,49.0,32.0,0.0,2.3772001134356637,0.15492957746478872
87,https://www.zomato.com/jakarta/bun-ong-kelapa-gading/info,200000.0,64.0,-6.1635492724,106.9032848999,0,2.7,2,2,0,414,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquhbt,0.0,90.0,108.0,38.0,25.0,2.0,12.0,49.0,12.0,8.0,16.0,76.0,45.0,59.0,26.0,0.0,2.331890583355839,0.19387755102040816
88,https://www.zomato.com/jakarta/fiesta-steak-2-kelapa-gading/info,250000.0,67.0,-6.145945,106.892201,1,2.9,0,24,0,13,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000,qquj03,0.0,55.0,43.0,40.0,23.0,13.0,16.0,28.0,7.0,8.0,2.0,45.0,26.0,38.0,12.0,0.0,2.424046920698922,0.0
89,https://www.zomato.com/jakarta/roastworks-coffee-sisha-kelapa-gading/info,250000.0,38.0,-6.1506892679,106.8928299844,0,3.8,0,562,0,1460,00010000000000000010100000000000000000000000000000000100000000000000000000000000000010,qquj02,0.0,82.0,63.0,42.0,21.0,38.0,11.0,30.0,6.0,8.0,2.0,70.0,34.0,53.0,29.0,0.0,2.3803646091131547,0.14864864864864866
90,https://www.zomato.com/jakarta/shabu-shabu-shaburi-kelapa-gading/info,600000.0,807.0,-6.157506,106.907825,1,4.5,2,1,0,1016,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qquhbx,0.0,142.0,105.0,70.0,9.0,2.0,9.0,31.0,16.0,6.0,16.0,109.0,41.0,77.0,33.0,0.0,2.2218265732166538,0.13372093023255813
91,https://www.zomato.com/jakarta/chefs-kitchen-kelapa-gading/info,150000.0,56.0,-6.147731,106.909093,0,3.9,0,441,0,236,00000000000000000001001000000000000000000000000000000000000000000000000000000000000000,qquj0b,0.0,51.0,34.0,45.0,8.0,8.0,3.0,22.0,8.0,6.0,6.0,57.0,28.0,45.0,11.0,0.0,2.3236350676863196,0.2
92,https://www.zomato.com/jakarta/mie-onlok-palembang-1-kelapa-gading/info,100000.0,41.0,-6.1710353255,106.903620176,0,3.6,0,648,0,26,00000010000000000001000000000000000000000000000000000000000100000000000000000000000000,qquhbs,0.0,57.0,58.0,89.0,91.0,6.0,17.0,71.0,118.0,41.0,14.0,81.0,30.0,79.0,35.0,2.0,2.464629278153063,0.26865671641791045
93,https://www.zomato.com/jakarta/momoiro-1-kelapa-gading/info,80000.0,20.0,-6.156792467,106.9092595205,1,3.6,0,12,0,5,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000,qquhbz,0.0,90.0,81.0,39.0,15.0,5.0,9.0,19.0,9.0,4.0,17.0,45.0,41.0,47.0,25.0,0.0,2.318549029145132,0.034482758620689655
94,https://www.zomato.com/jakarta/aj-bakery-kelapa-gading/info,1.500001700018291e+16,61.0,-6.17244,106.898219,0,3.7,0,12,0,66,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000,qquhbs,0.0,57.0,67.0,121.0,76.0,15.0,12.0,60.0,128.0,46.0,6.0,78.0,25.0,105.0,32.0,0.0,2.412868795946554,0.022727272727272728
95,https://www.zomato.com/jakarta/lind-s-kelapa-gading/info,200000.0,138.0,-6.1523476622,106.8979818374,0,4.1,0,243,0,585,00000100000000000000001000000000000000000000000000000000000000000000000000000000000010,qquhbx,0.0,80.0,72.0,51.0,26.0,17.0,19.0,36.0,7.0,5.0,5.0,65.0,54.0,46.0,21.0,0.0,2.386584413916191,0.07079646017699115
96,https://www.zomato.com/jakarta/sop-ikan-batam-1-kelapa-gading/info,120000.0,25.0,-6.153803,106.893135,1,3.0,0,194,4,0,00000000000000000000000000000000000000000000000000000000000000000010000000001000000000,qquhbr,0.0,90.0,76.0,58.0,50.0,7.0,19.0,34.0,7.0,17.0,2.0,51.0,58.0,37.0,22.0,0.0,2.376112553715923,0.03488372093023256
97,https://www.zomato.com/jakarta/coffeegasm-kelapa-gading/info,150000.0,118.0,-6.15105,106.8911,0,4.2,1,4,0,66,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qquj02,0.0,76.0,62.0,42.0,22.0,38.0,12.0,30.0,6.0,11.0,1.0,68.0,33.0,48.0,30.0,0.0,2.3984679308906074,0.07246376811594203
98,https://www.zomato.com/jakarta/ateng-rumah-makan-kelapa-gading/info,200000.0,73.0,-6.1734096536,106.9001363218,0,4.0,0,658,4,0,00000000000000000001000000000000000000000000001000000000000000000000000000000000000000,qquhbs,0.0,56.0,65.0,122.0,91.0,6.0,16.0,67.0,140.0,45.0,8.0,77.0,29.0,99.0,29.0,2.0,2.4095528996813416,0.23404255319148937
99,https://www.zomato.com/jakarta/steamboat-house-kelapa-gading/info,100000.0,21.0,-6.1564754584,106.9088974223,0,3.2,2,1,0,43,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qquhbz,0.0,92.0,84.0,43.0,15.0,5.0,10.0,20.0,9.0,4.0,17.0,50.0,43.0,46.0,25.0,0.0,2.3171219034560133,0.10638297872340426
100,https://www.zomato.com/jakarta/remboelan-kelapa-gading/info,300000.0,250.0,-6.156932,106.910132,1,4.1,0,38,0,154,00000000000000000000000000000000000010000000000000000000000000000100000000000000000000,qquhbz,0.0,84.0,79.0,39.0,14.0,5.0,9.0,19.0,9.0,4.0,17.0,43.0,39.0,49.0,25.0,0.0,2.327682411511148,0.16470588235294117
101,https://www.zomato.com/jakarta/depot-3-6-9-shanghai-dumpling-noodle-kelapa-gading/info,300000.0,38.0,-6.1625975914,106.9088947401,0,3.2,2,2,0,97,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquhby,0.0,161.0,118.0,80.0,33.0,12.0,37.0,61.0,16.0,18.0,18.0,136.0,59.0,112.0,30.0,2.0,2.3710876078437,0.13043478260869565
102,https://www.zomato.com/jakarta/rumpi-katumiri-kelapa-gading/info,150000.0,36.0,-6.1718046583,106.9049847499,0,3.5,4,0,0,878,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qquhbs,0.0,55.0,66.0,95.0,89.0,6.0,14.0,75.0,94.0,51.0,16.0,71.0,34.0,75.0,32.0,2.0,2.4836518487779644,0.16417910447761194
103,https://www.zomato.com/jakarta/bakmi-naga-kelapa-gading/info,150000.0,27.0,-6.1462774136,106.8923810497,0,2.7,0,17,0,23,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qquj03,0.0,55.0,43.0,39.0,23.0,13.0,16.0,28.0,7.0,8.0,3.0,45.0,26.0,40.0,12.0,0.0,2.4306033521860506,0.20987654320987653
104,https://www.zomato.com/jakarta/ombe-kofie-kelapa-gading/info,150000.0,148.0,-6.1584751763,106.9072455168,1,4.1,0,111,0,30,00010000000000000000100000000000000000000000000000000000000000000000000000000000000000,qquhbw,0.0,100.0,113.0,73.0,24.0,7.0,10.0,41.0,13.0,17.0,10.0,126.0,42.0,69.0,35.0,0.0,2.31537023259263,0.14201183431952663
105,https://www.zomato.com/jakarta/furama-kelapa-gading/info,250000.0,76.0,-6.15183,106.897782,0,3.6,2,2,0,23,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquj08,0.0,88.0,66.0,63.0,22.0,24.0,17.0,38.0,11.0,3.0,4.0,96.0,36.0,72.0,27.0,0.0,2.3517896500079,0.15
106,https://www.zomato.com/jakarta/auntie-annes-kelapa-gading/info,80000.0,65.0,-6.158195,106.907257,1,3.8,0,12,0,5,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000,qquhbw,0.0,100.0,113.0,67.0,22.0,7.0,10.0,40.0,13.0,13.0,10.0,118.0,42.0,69.0,35.0,0.0,2.3103600192181415,0.048484848484848485
107,https://www.zomato.com/jakarta/hanaguni-kelapa-gading/info,250000.0,602.0,-6.154447,106.894118,0,4.4,2,1,0,51,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qquhbr,0.0,87.0,76.0,58.0,54.0,9.0,19.0,35.0,7.0,17.0,2.0,52.0,57.0,44.0,22.0,0.0,2.3892790532545565,0.09782608695652174
108,https://www.zomato.com/jakarta/excelso-kelapa-gading/info,230000.0,70.0,-6.1571731438,106.9082637504,1,3.6,0,122,0,11,01000000000000000000100000000000000010000000000000000000000000000000000000000000000000,qquhbz,0.0,91.0,82.0,34.0,14.0,5.0,9.0,19.0,7.0,2.0,17.0,40.0,35.0,47.0,25.0,0.0,2.288535088978387,0.14634146341463414
109,https://www.zomato.com/jakarta/mie-ayam-asoy-kelapa-gading/info,80000.0,41.0,-6.165802,106.902397,0,3.5,0,17,0,9,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qquhbt,0.0,84.0,103.0,41.0,32.0,2.0,33.0,59.0,15.0,4.0,17.0,84.0,47.0,62.0,24.0,0.0,2.372773958952026,0.29357798165137616
110,https://www.zomato.com/jakarta/origins-authentic-kelapa-gading/info,50000.0,115.0,-6.156953138,106.9098351896,0,3.9,0,13,0,5,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000,qquhbz,0.0,89.0,80.0,38.0,13.0,5.0,9.0,19.0,7.0,4.0,17.0,42.0,39.0,48.0,25.0,0.0,2.3078249221045546,0.03571428571428571
111,https://www.zomato.com/jakarta/papa-rons-pizza-kelapa-gading/info,200000.0,71.0,-6.149727,106.902827,1,3.9,0,47,0,4,00000000000000000000000000000000000001000000000000000000000000100000000000000000000000,qquj08,0.0,62.0,57.0,44.0,25.0,7.0,8.0,16.0,6.0,3.0,7.0,38.0,29.0,40.0,26.0,0.0,2.365299996312349,0.06741573033707865
112,https://www.zomato.com/jakarta/din-tai-fung-kelapa-gading/info,400000.0,167.0,-6.150665,106.892482,1,4.1,2,2,0,188,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquj02,0.0,82.0,63.0,41.0,21.0,38.0,11.0,30.0,6.0,8.0,2.0,70.0,33.0,51.0,32.0,0.0,2.382570750881916,0.1917808219178082
113,https://www.zomato.com/jakarta/singapore-koo-kee-restaurant-kelapa-gading/info,150000.0,26.0,-6.1574301504,106.910274066,0,2.6,0,45,4,0,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000,qquhbz,0.0,83.0,77.0,36.0,11.0,5.0,9.0,19.0,7.0,4.0,15.0,41.0,38.0,46.0,25.0,0.0,2.311338387072574,0.0
114,https://www.zomato.com/jakarta/cafe-kohi-kelapa-gading/info,45000.0,38.0,-6.170029,106.901158,0,2.8,1,4,0,6,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qquhbs,0.0,49.0,58.0,63.0,73.0,4.0,11.0,48.0,91.0,37.0,10.0,85.0,24.0,78.0,30.0,2.0,2.450880914819252,0.18461538461538463
115,https://www.zomato.com/jakarta/warung-koffie-batavia-kelapa-gading/info,150000.0,72.0,-6.157237,106.908047,1,2.7,0,153,0,901,00000000000000000010100000000000000010000000000000000000000000000000000000000000100000,qquhbz,0.0,91.0,82.0,33.0,14.0,5.0,9.0,19.0,7.0,2.0,16.0,38.0,31.0,47.0,25.0,0.0,2.2826988622965243,0.10975609756097561
116,https://www.zomato.com/jakarta/bakmi-gading-permai-bgp-kelapa-gading/info,100000.0,566.0,-6.150389923,106.9096702337,0,4.5,0,222,0,904,00010010000000000000000000000000000000000000000000000000000000000000000000000000000000,qquj0b,0.0,80.0,61.0,68.0,16.0,11.0,4.0,34.0,10.0,7.0,10.0,103.0,32.0,70.0,19.0,0.0,2.2905899227694624,0.10416666666666667
117,https://www.zomato.com/jakarta/yima-yila-kelapa-gading/info,200000.0,90.0,-6.157651,106.906869,0,4.1,2,2,0,430,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquhbx,0.0,144.0,105.0,69.0,9.0,2.0,7.0,28.0,16.0,6.0,16.0,114.0,40.0,75.0,34.0,0.0,2.206223465965812,0.12209302325581395
118,https://www.zomato.com/jakarta/alberto-gelato-patisserie-kelapa-gading/info,150000.0,80.0,-6.148633185,106.9092166051,0,4.0,0,22,0,92,00000000000000000000001000000000001000000000000000000000000000000000000000000000000000,qquj0b,0.0,77.0,46.0,68.0,9.0,11.0,5.0,27.0,9.0,7.0,8.0,89.0,29.0,65.0,16.0,0.0,2.2738585258381443,0.12408759124087591
119,https://www.zomato.com/jakarta/kemangi-kelapa-gading/info,100000.0,84.0,-6.1648919563,106.9028896093,0,3.2,0,711,0,159,00000000000000000000000000000000000010000000000100000000000000000000000000000000000000,qquhbt,0.0,94.0,112.0,38.0,33.0,2.0,26.0,59.0,13.0,8.0,17.0,80.0,41.0,65.0,22.0,0.0,2.3542338537053498,0.16666666666666666
120,https://www.zomato.com/jakarta/fish-co-kelapa-gading/info,330000.0,196.0,-6.156142,106.908818,1,4.1,0,147,0,68,00000000000000000000000000000000000000000000000000010000000000000010000000000000000000,qquhbz,0.0,93.0,85.0,44.0,19.0,5.0,10.0,20.0,9.0,4.0,17.0,53.0,47.0,51.0,27.0,0.0,2.3247059460475406,0.06060606060606061
121,https://www.zomato.com/jakarta/mr-dakgalbi-kelapa-gading/info,250000.0,207.0,-6.157991,106.907332,0,4.1,0,10,0,7,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquhbw,0.0,100.0,107.0,67.0,22.0,3.0,10.0,44.0,13.0,11.0,10.0,117.0,42.0,68.0,35.0,0.0,2.297743508585869,0.03067484662576687
122,https://www.zomato.com/jakarta/orbit-gelato-kelapa-gading/info,100000.0,61.0,-6.164693954,106.9031243026,0,4.1,0,129,0,850,00000000000000000000101000000000001000000000000000000000000000000000000000000000000000,qquhbt,0.0,96.0,116.0,42.0,33.0,2.0,26.0,53.0,13.0,8.0,17.0,80.0,41.0,65.0,24.0,0.0,2.3533531508334624,0.12727272727272726
123,https://www.zomato.com/jakarta/mornington-kitchen-coffee-kelapa-gading/info,200000.0,170.0,-6.1523463289,106.9055949524,0,4.1,0,569,0,1430,00010000000000000010101000000000000000000000000000000000000000000000000000000000100010,qquhbx,0.0,139.0,92.0,72.0,15.0,2.0,10.0,24.0,17.0,4.0,13.0,117.0,41.0,70.0,27.0,0.0,2.2142165905346656,0.1711229946524064
124,https://www.zomato.com/jakarta/cold-stone-creamery-kelapa-gading/info,11000050.0,52.0,-6.15793,106.907517,1,3.9,0,22,0,83,00000000000000000000001000000000001000000000000000000000000000000000000000000000000000,qquhbw,0.0,96.0,106.0,67.0,21.0,3.0,10.0,42.0,13.0,9.0,10.0,117.0,42.0,65.0,33.0,0.0,2.290413672109403,0.13664596273291926
125,https://www.zomato.com/jakarta/omija-kelapa-gading/info,250000.0,98.0,-6.1459580653,106.8919502199,1,3.4,0,10,0,117,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qquj03,0.0,53.0,43.0,40.0,22.0,13.0,16.0,28.0,7.0,8.0,2.0,45.0,26.0,38.0,12.0,0.0,2.4261752817137623,0.1875
126,https://www.zomato.com/jakarta/kfc-kelapa-gading/info,150000.0,52.0,-6.15715,106.907121,1,3.1,0,27,0,237,01000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qquhbx,0.0,147.0,107.0,70.0,10.0,2.0,7.0,28.0,16.0,6.0,16.0,114.0,41.0,75.0,34.0,0.0,2.206127907300345,0.056179775280898875
127,https://www.zomato.com/jakarta/depot-nasi-campur-pojok-tambak-bayan-kelapa-gading/info,150000.0,36.0,-6.165204,106.913413,0,3.6,1,5,0,11,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qquhbv,0.0,47.0,42.0,53.0,16.0,0.0,8.0,43.0,6.0,19.0,18.0,45.0,58.0,65.0,23.0,2.0,2.4094045762912737,0.0
128,https://www.zomato.com/jakarta/hang-tuah-kopi-toastery-kelapa-gading/info,100000.0,171.0,-6.169655,106.900558,0,4.2,0,764,0,1336,00000000000000000010001100000000000000000000000000000000000000000000000000100000000000,qquhbs,0.0,47.0,56.0,55.0,64.0,4.0,9.0,44.0,78.0,33.0,6.0,81.0,20.0,74.0,30.0,2.0,2.440856381552317,0.031746031746031744
129,https://www.zomato.com/jakarta/pizza-e-birra-sports-bar-kelapa-gading/info,300000.0,83.0,-6.150422,106.891011,1,3.9,0,47,0,16,00000000000000000000000000000000000001000000000000000000000000100000000000000000000000,qquj02,0.0,73.0,62.0,42.0,22.0,38.0,12.0,30.0,6.0,11.0,1.0,68.0,33.0,49.0,30.0,0.0,2.4016301204708554,0.014705882352941176
130,https://www.zomato.com/jakarta/kopi-presso-coffee-kitchen-kelapa-gading/info,180000.0,45.0,-6.1599655429,106.9077209383,0,3.6,0,358,0,190,00010000000000000010100000000000000001000000000000000000000000000000000000000000000000,qquhbw,0.0,111.0,121.0,78.0,29.0,7.0,10.0,50.0,13.0,21.0,14.0,134.0,56.0,84.0,35.0,2.0,2.3434834428415825,0.10497237569060773
131,https://www.zomato.com/jakarta/gooma-tea-bar-kelapa-gading/info,70000.0,271.0,-6.158203,106.907433,0,4.7,0,13,0,85,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000,qquhbw,0.0,99.0,112.0,67.0,21.0,7.0,10.0,44.0,13.0,15.0,10.0,118.0,42.0,68.0,33.0,0.0,2.3155872522048058,0.04242424242424243
132,https://www.zomato.com/jakarta/sop-buntut-ibu-henny-kelapa-gading/info,180000.0,95.0,-6.163968,106.90289,0,3.9,4,0,0,142,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qquhbt,0.0,94.0,106.0,37.0,24.0,2.0,14.0,49.0,12.0,8.0,17.0,78.0,43.0,60.0,22.0,0.0,2.327743654294576,0.1782178217821782
133,https://www.zomato.com/jakarta/carls-jr-kelapa-gading/info,180000.0,72.0,-6.157892,106.907643,1,3.5,0,63,4,0,00000000000000000100000000100000000000000000000000000000000000000000000000000000000000,qquhbw,0.0,96.0,106.0,67.0,19.0,3.0,10.0,42.0,13.0,9.0,10.0,116.0,44.0,65.0,33.0,0.0,2.2889372939778045,0.05063291139240506
