index,url,title,rest_type,rest_price,rest_facility,rest_longlat,rating,review
1193,https://www.zomato.com/jakarta/martabak-orins-menteng/info,Martabak Orins,Martabak|Street Food,Rp80.000 for two people (approx.),Home Delivery|Takeaway Available|Desserts and Bakes|Indoor Seating|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1870920000,106.8330450000']",4.1,136
1194,https://www.zomato.com/jakarta/holycow-steak-hotel-by-holycow-thamrin/info,Holycow! Steak Hotel by Holycow!,Steak|American|BBQ,Rp400.000 for two people (approx.),Takeaway Available|Indoor Seating|Wifi|Outdoor Seating|Rooftop|Kid Friendly|Smoking Area|Table booking not available|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1834110000,106.8244750000']",3.7,235
1195,https://www.zomato.com/jakarta/kedai-kopi-salero-thamrin/info,Kedai Kopi Salero,Coffee|Tea,"Rp100.000 for two people (approx.)|Kedai kopi ini letaknya di dalam restoran padang Salero Jumbo. Ruangannya di pojokan kanan digabung dengan smoking room. Jadi kalau siang2 banyak yg makan disana sambil ngerokok.Saya pernah beberapa kali ngopi disini tapi baru kali ini review. Kali ini saya nyobain coffee mochanya utk take away (karena terlalu banyak asap rokok disana)Coffee mocha disini pake bubuk coklat yang sudah manis. Tapi menurut saya coklatnya kurang terasa. Kopinya juga kurang terasa karena kebanyakan susu. Rasanya sedikit aja manisnya. Ukurannya sedikit lebih kecil dari ukuran tallnya sbux. Harganya cukup ok sih: Rp 26.400,-Disini ada banyak jenis kopi & cara brewnya. Lain kali saya mau cobain kopinya yang...read more",Breakfast|Home Delivery|Indoor Seating|Wifi|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1895010000,106.8242880000']",3.4,11
1196,https://www.zomato.com/jakarta/senju-omakase-teppanyaki-sake-thamrin/info,"Senju Omakase, Teppanyaki, & Sake",Japanese,Rp500.000 for two people (approx.) Without alcohol,Takeaway Available|Wine and Beer|Table booking recommended|Indoor Seating|Wifi|Serves Cocktails|Smoking Area,"['https://www.google.com/maps/dir/?api=1&destination=-6.1939960000,106.8213780000']",4.2,230
1197,https://www.zomato.com/jakarta/shushu-thamrin/info,ShuShu,Beverages|Tea|Desserts,Rp75.000 for two people (approx.),Home Delivery|Takeaway Available|Indoor Seating|Self Service,"['https://www.google.com/maps/dir/?api=1&destination=-6.1954590000,106.8197960000']",4.3,168
1198,https://www.zomato.com/jakarta/little-india-restaurant-tanah-abang/info,Little India Restaurant,Indian,Rp180.000 for two people (approx.) Without alcohol,Home Delivery|Takeaway Available|Wine and Beer|BYOB|Vegetarian Friendly|Smoking Area|Table booking recommended|Indoor Seating|Outdoor Seating,"['https://www.google.com/maps/dir/?api=1&destination=-6.1974520000,106.8167340000']",4.1,167
1199,https://www.zomato.com/jakarta/kikugawa-cikini/info,Kikugawa,Japanese|Sushi,Rp250.000 for two people (approx.) Without alcohol,Beer|Indoor Seating|Table booking recommended|Praying Room|Private Dining Area Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1933400000,106.8377950000']",4.5,509
1200,https://www.zomato.com/jakarta/steam-boat-sukiyaki-barbeque-thamrin/info,Steam Boat-Sukiyaki-Barbeque,Grill|Japanese,Rp120.000 for two people (approx.),Takeaway Available|Indoor Seating|Table booking recommended|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.2020070000,106.8241330000']",3.8,56
1201,https://www.zomato.com/jakarta/oscar-thamrin/info,OSCAR,Italian,Rp600.000 for two people (approx.) Without alcohol,Takeaway Available|Full Bar Available|Table booking recommended|Smoking Area|Valet Parking Available|Indoor Seating|Private Dining Area Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1934260000,106.8219240000']",4.3,304
1202,https://www.zomato.com/jakarta/bumbu-desa-cikini/info,Bumbu Desa,Sunda,Rp150.000 for two people (approx.),Home Delivery|Takeaway Available|Wifi|Table booking recommended|Private Dining Area Available|Kid Friendly|Indoor Seating|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1946740000,106.8392270000']",3,108
