,index,url,rest_price_idr,review,lat,long,is_chain,alcohol,delivery,entertainment,indoor seating,kid friendly,no alcohol available,others_facility,outdoor seating,parking service,praying room,private dining area available,self service,smoking area,special_meal,table booking,table booking not available,table reservation required,takeaway available,asian,bakery,beverages,cafe,coffee,desserts,drink,fast_food,india,indonesia_traditional,indonesian,melayu,mid_east,noodle,others_type,seafood,snacks,special_food,street_food,tea,western,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000,avg_n_rest,rating
4081,5954,https://www.zomato.com/jakarta/backyard-52c-setiabudi/info,100000,12.0,-6.2208113167,106.8294805661,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000001000000000000000000000000000000000000000000000000000100000000000,qqguwg,0.0,128.0,63.0,84.0,56.0,6.0,35.0,41.0,51.0,60.0,18.0,84.0,30.0,41.0,49.0,0.0,2.482660565927412,0.1074168797953964,3.5190476190476194,2.5
78,3994,https://www.zomato.com/jakarta/rice-bowl-2-kuningan/info,150000,28.0,-6.2244316296,106.8272724375,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,77.0,27.0,33.0,48.0,7.0,29.0,37.0,77.0,42.0,14.0,30.0,44.0,40.0,22.0,0.0,2.50621336572616,0.0394736842105263,3.483333333333333,2.3
4517,6783,https://www.zomato.com/jakarta/sens%C3%A9-coffee-space-1-kemang/info,150000,4.0,-6.253816,106.814228,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000010100000000000000000000000000000000000000000000000000000000000000000,qqguqt,0.0,39.0,24.0,20.0,15.0,6.0,17.0,20.0,8.0,31.0,5.0,39.0,30.0,14.0,15.0,0.0,2.493022409073838,0.2957746478873239,3.647619047619049,2.5
1538,7042,https://www.zomato.com/jakarta/nasi-uduk-kebon-kacang-zainal-fanani-pondok-indah/info,100000,22.0,-6.2546133743,106.7906468734,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000,qqguqj,0.0,57.0,34.0,16.0,43.0,14.0,11.0,30.0,8.0,55.0,11.0,21.0,32.0,13.0,38.0,0.0,2.4711952554474053,0.0096153846153846,3.9,2.6
2002,675,https://www.zomato.com/jakarta/killiney-tebet/info,150000,37.0,-6.222867,106.84313,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000010000000000000000000000000000000000000000010000000000000000000000000,qqgux7,3.0,70.0,44.0,48.0,26.0,17.0,34.0,23.0,6.0,62.0,24.0,35.0,34.0,41.0,44.0,0.0,2.5496755058609457,0.0449438202247191,3.7,2.5
4028,6233,https://www.zomato.com/jakarta/rm-wink-kelapa-gading/info,60000,5.0,-6.1506352658,106.8904230371,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qquj02,0.0,66.0,61.0,46.0,24.0,38.0,12.0,30.0,6.0,11.0,1.0,67.0,35.0,48.0,33.0,0.0,2.4159793921325945,0.1384615384615384,3.4444444444444446,2.5
708,4501,https://www.zomato.com/jakarta/rice-bowl-sudirman/info,150000,14.0,-6.2169430005,106.8181207404,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguws,0.0,68.0,41.0,66.0,58.0,13.0,87.0,39.0,10.0,72.0,14.0,47.0,39.0,32.0,59.0,0.0,2.501545119719089,0.057471264367816,3.38,2.4
78,3994,https://www.zomato.com/jakarta/rice-bowl-2-kuningan/info,150000,28.0,-6.2244316296,106.8272724375,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,77.0,27.0,33.0,48.0,7.0,29.0,37.0,77.0,42.0,14.0,30.0,44.0,40.0,22.0,0.0,2.50621336572616,0.0394736842105263,3.483333333333333,2.3
3338,5201,https://www.zomato.com/jakarta/emon-kitty-pluit/info,70000,36.0,-6.126154,106.791286,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqgvnh,0.0,48.0,55.0,39.0,134.0,18.0,16.0,23.0,16.0,29.0,8.0,28.0,29.0,28.0,15.0,0.0,2.3643172558284444,0.0178571428571428,3.3,2.6
1200,3257,https://www.zomato.com/jakarta/burger-king-gandaria/info,125000,38.0,-6.24448,106.783816,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000100000000100000000000000000000000000000000000000000000000000000000000,qqgumz,0.0,71.0,49.0,29.0,153.0,17.0,31.0,28.0,16.0,64.0,22.0,22.0,54.0,32.0,38.0,3.0,2.433087367080097,0.0224719101123595,3.9,2.3
2268,377,https://www.zomato.com/jakarta/dapur-sunda-1-kelapa-gading/info,180000,30.0,-6.151355,106.891914,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000000100000000,qquj02,0.0,80.0,64.0,41.0,23.0,38.0,11.0,30.0,6.0,8.0,1.0,69.0,32.0,49.0,32.0,0.0,2.3808653949747987,0.0,0.0,2.6
3216,6867,https://www.zomato.com/jakarta/the-taste-ibis-hotel-senen/info,200000,7.0,-6.18334,106.842562,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000001000000000000000011100000000000000000000000000000000000000000000000,qqguz6,0.0,111.0,58.0,34.0,50.0,6.0,50.0,51.0,32.0,66.0,14.0,77.0,38.0,49.0,17.0,3.0,2.4924652344104,0.2444444444444444,3.5090909090909093,2.6
1844,5120,https://www.zomato.com/jakarta/hop-hop-pluit/info,60000,6.0,-6.1164935248,106.7899186537,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqgvnn,0.0,48.0,77.0,40.0,131.0,2.0,6.0,12.0,1.0,1.0,5.0,41.0,36.0,32.0,8.0,0.0,2.0747251092108026,0.0689655172413793,3.616666666666666,2.3
2695,3112,https://www.zomato.com/jakarta/nims-kaffe-melawai/info,150000,9.0,-6.24379498,106.8057510629,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000000000000000000000000000000000000100000000000000000000000000000000000000000000010,qqguqr,0.0,71.0,39.0,35.0,75.0,2.0,26.0,25.0,16.0,39.0,20.0,45.0,39.0,19.0,18.0,0.0,2.462646726188897,0.125,3.687096774193549,2.6
1965,3063,https://www.zomato.com/jakarta/bakso-lapangan-tembak-senayan-kebayoran-lama/info,130000,25.0,-6.220981,106.783527,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000001000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgutg,0.0,34.0,71.0,55.0,28.0,18.0,39.0,58.0,0.0,82.0,3.0,25.0,24.0,27.0,26.0,0.0,2.3949095154008804,0.2631578947368421,3.3,2.3
544,5655,https://www.zomato.com/jakarta/libro-cafe-setiabudi/info,80000,9.0,-6.2101302152,106.8319378048,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguxj,0.0,95.0,47.0,56.0,56.0,2.0,25.0,66.0,31.0,76.0,19.0,51.0,46.0,17.0,32.0,0.0,2.470056000709994,0.217391304347826,3.53,2.6
2404,2840,https://www.zomato.com/jakarta/my-canteen-pantai-indah-kapuk/info,100000,15.0,-6.112286077,106.7471726239,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000010000000000100000000000000000000000000000000000,qqgvjp,0.0,24.0,33.0,47.0,2.0,6.0,2.0,7.0,0.0,0.0,3.0,62.0,14.0,76.0,4.0,0.0,1.954198967534368,0.0172413793103448,3.7,2.6
1844,5120,https://www.zomato.com/jakarta/hop-hop-pluit/info,60000,6.0,-6.1164935248,106.7899186537,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqgvnn,0.0,48.0,77.0,40.0,131.0,2.0,6.0,12.0,1.0,1.0,5.0,41.0,36.0,32.0,8.0,0.0,2.0747251092108026,0.0689655172413793,3.616666666666666,2.3
1874,7095,https://www.zomato.com/jakarta/bakmi-mama-pondok-indah/info,110000,7.0,-6.282739,106.791626,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguq0,0.0,28.0,19.0,15.0,10.0,2.0,6.0,19.0,0.0,11.0,4.0,20.0,20.0,20.0,10.0,0.0,2.4124049130185847,0.04,3.2,2.4
3158,2147,https://www.zomato.com/jakarta/samwon-express-tanjung-duren/info,150000,98.0,-6.178233,106.790114,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qqguy5,0.0,43.0,57.0,27.0,34.0,0.0,4.0,33.0,6.0,42.0,17.0,33.0,29.0,18.0,13.0,0.0,2.402166750647844,0.0353982300884955,3.325,2.6
1692,5532,https://www.zomato.com/jakarta/sinar-jaya-muara-karang/info,50000,30.0,-6.116674,106.779605,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000,qqgvjy,0.0,28.0,52.0,53.0,5.0,0.0,5.0,18.0,1.0,2.0,5.0,26.0,47.0,51.0,8.0,0.0,2.153713212820386,0.0,0.0,2.6
4541,4506,https://www.zomato.com/jakarta/laus-kopi-sudirman/info,150000,26.0,-6.2136329445,106.82016626,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000010000000000000000000000000,qqguwu,0.0,169.0,77.0,102.0,92.0,15.0,92.0,50.0,14.0,85.0,13.0,68.0,49.0,44.0,54.0,0.0,2.446833466929289,0.1725663716814159,3.551282051282051,2.5
4248,2884,https://www.zomato.com/jakarta/manse-korean-grill-1-pantai-indah-kapuk/info,200000,8.0,-6.111997,106.742942,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000100000000001000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,77.0,52.0,6.0,6.0,4.0,11.0,0.0,4.0,7.0,85.0,46.0,75.0,6.0,0.0,2.1069504001351937,0.0111111111111111,4.0,2.4
3846,6992,https://www.zomato.com/jakarta/mama-malaka-pondok-indah/info,220000,13.0,-6.266166,106.784761,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000010000000000000000000000000,qqgumg,0.0,30.0,23.0,12.0,16.0,11.0,5.0,18.0,7.0,25.0,2.0,22.0,19.0,16.0,15.0,0.0,2.505889737032512,0.0277777777777777,3.2,2.5
1013,4592,https://www.zomato.com/jakarta/the-coffee-bean-tea-leaf-1-sudirman/info,110000,34.0,-6.224564,106.803908,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,01000000000000000000101000000000000001000000000000000000000000000000000000000000100000,qqguw6,0.0,94.0,61.0,95.0,11.0,3.0,0.0,38.0,2.0,31.0,19.0,65.0,23.0,102.0,21.0,0.0,2.228382802212832,0.148854961832061,3.728205128205128,2.4
1883,2824,https://www.zomato.com/jakarta/nsntr-restaurant-bar-mercure-jakarta-pik-pantai-indah-kapuk/info,250000,55.0,-6.10974,106.740599,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqgvhz,0.0,56.0,76.0,50.0,6.0,6.0,4.0,14.0,0.0,8.0,9.0,95.0,41.0,78.0,6.0,0.0,2.1292749350301925,0.3076923076923077,3.667857142857143,2.6
2942,2041,https://www.zomato.com/jakarta/riung-sunda-tanjung-duren/info,200000,63.0,-6.178288,106.790297,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000100000000,qqguy5,0.0,42.0,57.0,26.0,34.0,6.0,4.0,32.0,6.0,46.0,17.0,30.0,29.0,17.0,14.0,0.0,2.4442326006299275,0.3,3.312121212121213,2.0
4625,6883,https://www.zomato.com/jakarta/djakarta-cafe-thamrin/info,400000,109.0,-6.18687,106.823979,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqguyc,0.0,113.0,84.0,70.0,49.0,19.0,37.0,36.0,22.0,82.0,12.0,75.0,32.0,86.0,35.0,1.0,2.48803431092555,0.2959183673469387,3.541379310344828,2.4
3961,2317,https://www.zomato.com/jakarta/soto-betawi-bang-kubil-tanjung-duren/info,100000,4.0,-6.173844,106.787895,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000001000000000000000000000000000000000000000000000000000000010000000000000000,qqguyh,0.0,112.0,69.0,84.0,35.0,10.0,6.0,48.0,7.0,32.0,17.0,123.0,39.0,98.0,31.0,0.0,2.3471328870934376,0.0168539325842696,3.116666666666667,2.5
2752,7082,https://www.zomato.com/jakarta/nasi-goreng-kambing-kebon-sirih-h-salim-pondok-indah/info,100000,5.0,-6.260497,106.789012,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguqh,0.0,67.0,60.0,31.0,22.0,14.0,7.0,33.0,2.0,43.0,7.0,73.0,29.0,51.0,31.0,0.0,2.4030398457837028,0.18562874251497,3.5612903225806454,2.4
176,773,https://www.zomato.com/jakarta/soerabaja-cafe-tebet/info,150000,7.0,-6.236604,106.843507,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000000000000000010100000000000000000000000000000000000000000000000000000000000100000,qqgux2,2.0,66.0,35.0,19.0,23.0,16.0,18.0,30.0,6.0,34.0,9.0,43.0,36.0,46.0,17.0,0.0,2.505795338606984,0.1578947368421052,3.483333333333333,2.5
1421,2230,https://www.zomato.com/jakarta/love-cafe-resto-tanjung-duren/info,150000,7.0,-6.1837495068,106.7834122852,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000010100000000000000010000000000000000000000000000000000000000000000000,qqguvf,0.0,32.0,29.0,15.0,27.0,3.0,6.0,27.0,4.0,37.0,15.0,17.0,19.0,12.0,20.0,0.0,2.474017715174565,0.3829787234042553,3.377777777777778,2.5
3216,6867,https://www.zomato.com/jakarta/the-taste-ibis-hotel-senen/info,200000,7.0,-6.18334,106.842562,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000001000000000000000011100000000000000000000000000000000000000000000000,qqguz6,0.0,111.0,58.0,34.0,50.0,6.0,50.0,51.0,32.0,66.0,14.0,77.0,38.0,49.0,17.0,3.0,2.4924652344104,0.2444444444444444,3.5090909090909093,2.6
2702,1525,https://www.zomato.com/jakarta/nasi-kulit-malam-minggu-1-senopati/info,70000,7.0,-6.2401924651,106.8122507259,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguw8,0.0,25.0,9.0,18.0,21.0,3.0,22.0,16.0,4.0,36.0,20.0,26.0,35.0,9.0,8.0,0.0,2.466359562043528,0.2119205298013245,3.665625,2.6
4499,3984,https://www.zomato.com/jakarta/kwetiaw-sapi-pontianak-88-kuningan/info,150000,4.0,-6.224695,106.829422,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,73.0,29.0,33.0,35.0,3.0,25.0,31.0,73.0,40.0,19.0,30.0,40.0,44.0,25.0,0.0,2.506270532658601,0.0691823899371069,3.481818181818181,2.4
2594,5632,https://www.zomato.com/jakarta/gado-gado-boplo-karet/info,150000,42.0,-6.2180625687,106.8195768446,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000001000000000000000000000000010000000000000000000000000000010000000100000000,qqguws,0.0,63.0,35.0,50.0,67.0,13.0,64.0,40.0,88.0,69.0,13.0,34.0,42.0,57.0,63.0,0.0,2.540065256337796,0.0333333333333333,3.3599999999999994,2.6
4028,6233,https://www.zomato.com/jakarta/rm-wink-kelapa-gading/info,60000,5.0,-6.1506352658,106.8904230371,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qquj02,0.0,66.0,61.0,46.0,24.0,38.0,12.0,30.0,6.0,11.0,1.0,67.0,35.0,48.0,33.0,0.0,2.4159793921325945,0.1384615384615384,3.4444444444444446,2.5
605,1145,https://www.zomato.com/jakarta/sop-buntut-ibu-samino-senayan-thamrin/info,100000,8.0,-6.188122,106.823844,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguyc,0.0,112.0,81.0,98.0,52.0,19.0,31.0,44.0,22.0,86.0,11.0,99.0,40.0,125.0,45.0,1.0,2.464946396775052,0.1924398625429553,3.517857142857145,2.6
4117,4126,https://www.zomato.com/jakarta/chaiholics-kuningan/info,160000,4.0,-6.2277322853,106.8271949887,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000100000000000000101000000000000000000000000000000000000000000000000000000000100000,qqguwf,0.0,100.0,36.0,26.0,44.0,24.0,19.0,35.0,68.0,40.0,14.0,31.0,37.0,44.0,24.0,0.0,2.509920843492026,0.106060606060606,3.514285714285714,2.3
