,index,url,rest_price_idr,review,lat,long,is_chain,alcohol,delivery,entertainment,indoor seating,kid friendly,no alcohol available,others_facility,outdoor seating,parking service,praying room,private dining area available,self service,smoking area,special_meal,table booking,table booking not available,table reservation required,takeaway available,asian,bakery,beverages,cafe,coffee,desserts,drink,fast_food,india,indonesia_traditional,indonesian,melayu,mid_east,noodle,others_type,seafood,snacks,special_food,street_food,tea,western,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000,avg_n_rest,rating
1566,3035,https://www.zomato.com/jakarta/626-by-polim-melawai/info,120000,12.0,-6.2470935142,106.7985617369,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqguqq,0.0,143.0,64.0,57.0,56.0,6.0,23.0,72.0,26.0,32.0,36.0,60.0,44.0,66.0,65.0,0.0,2.477201280442252,0.1362126245847176,3.653658536585366,3.2
3899,302,https://www.zomato.com/jakarta/x-o-suki-kelapa-gading/info,180000,36.0,-6.145703,106.891709,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquj03,0.0,53.0,43.0,38.0,22.0,13.0,16.0,28.0,7.0,8.0,2.0,45.0,25.0,40.0,12.0,0.0,2.425606359445705,0.1625,3.684615384615384,3.0
1856,3951,https://www.zomato.com/jakarta/es-teler-77-kuningan/info,115000,27.0,-6.22455,106.82728,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguwf,0.0,77.0,30.0,33.0,48.0,9.0,29.0,37.0,77.0,41.0,14.0,27.0,44.0,40.0,22.0,0.0,2.5125276733592434,0.2828947368421052,3.402325581395349,2.7
4666,2243,https://www.zomato.com/jakarta/kwetiau-hotplate-tanjung-duren/info,100000,16.0,-6.174858,106.783446,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000010000000000000000100000000000000000000000000000000000000000000000000000000000000,qqguvg,0.0,62.0,64.0,69.0,67.0,0.0,6.0,31.0,8.0,30.0,12.0,66.0,40.0,45.0,25.0,0.0,2.382527412955322,0.04,3.516666666666666,2.9
2614,1615,https://www.zomato.com/jakarta/siomay-amy-senopati/info,60000,4.0,-6.2368678908,106.815334931,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000000000000000000000010000000000000000000000000000000000100000000000,qqguw8,0.0,48.0,18.0,26.0,21.0,25.0,24.0,24.0,5.0,52.0,22.0,38.0,40.0,21.0,17.0,0.0,2.533596886931263,0.0828025477707006,3.630769230769231,3.0
727,5894,https://www.zomato.com/jakarta/puput-setiabudi/info,150000,157.0,-6.2156297797,106.8301014975,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwu,0.0,117.0,49.0,48.0,59.0,0.0,37.0,63.0,58.0,79.0,26.0,53.0,48.0,48.0,42.0,0.0,2.499060135577888,0.0606060606060606,3.375,3.2
1201,4529,https://www.zomato.com/jakarta/sop-buntut-ibu-samino-senayan-sudirman/info,100000,4.0,-6.224569,106.80391,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguw6,0.0,95.0,61.0,95.0,11.0,3.0,0.0,38.0,2.0,31.0,19.0,65.0,23.0,102.0,21.0,0.0,2.2276067106834656,0.1297709923664122,3.629411764705882,3.1
1170,4775,https://www.zomato.com/jakarta/nasi-goreng-kebuli-apjay-fatmawati/info,70000,39.0,-6.277217,106.798505,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00100000000000000000000000000000000010000000000000000000000000000000000000100000000000,qqguq3,0.0,52.0,42.0,10.0,17.0,11.0,12.0,11.0,4.0,19.0,7.0,26.0,17.0,27.0,16.0,0.0,2.4377465264902223,0.2156862745098039,3.536363636363636,3.0
3305,6870,https://www.zomato.com/jakarta/de-proklamasi-restaurant-cikini/info,350000,21.0,-6.202109,106.846699,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguxq,0.0,140.0,119.0,40.0,36.0,9.0,74.0,42.0,15.0,123.0,18.0,77.0,56.0,93.0,48.0,6.0,2.450949065216938,0.3125,3.3,3.1
1935,2152,https://www.zomato.com/jakarta/betawi-corner-bar-coffee-tanjung-duren/info,200000,51.0,-6.1756943052,106.7902418599,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,45.0,50.0,41.0,40.0,0.0,4.0,25.0,5.0,46.0,21.0,43.0,36.0,20.0,18.0,0.0,2.414145434318226,0.0078125,2.5,3.0
3274,2760,https://www.zomato.com/jakarta/kalijodo-coffee-1-pantai-indah-kapuk/info,60000,26.0,-6.123867,106.741936,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000100000100000000000000000000000000000000000000000000000000000000000000000,qqgvhv,0.0,12.0,14.0,93.0,12.0,3.0,6.0,6.0,2.0,20.0,2.0,8.0,53.0,82.0,16.0,0.0,2.0320033393792154,0.0,0.0,2.9
132,5720,https://www.zomato.com/jakarta/waroeng-bang-epi-karet/info,150000,15.0,-6.224874,106.82367,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000100000000000000000000,qqguwf,0.0,65.0,29.0,27.0,50.0,24.0,36.0,37.0,74.0,55.0,18.0,15.0,39.0,35.0,27.0,0.0,2.5453558023646954,0.2621359223300971,3.5222222222222226,3.2
3810,5315,https://www.zomato.com/jakarta/chop-buntut-cak-yo-penjaringan/info,200000,9.0,-6.12713,106.791268,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqgvnh,0.0,48.0,74.0,38.0,139.0,22.0,20.0,26.0,18.0,33.0,10.0,30.0,36.0,31.0,15.0,0.0,2.3848636630410978,0.2727272727272727,3.54,3.1
2272,1824,https://www.zomato.com/jakarta/kopi-samarata-senopati/info,50000,6.0,-6.2304719838,106.8061728403,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguw3,0.0,150.0,45.0,113.0,24.0,3.0,15.0,40.0,14.0,66.0,29.0,117.0,42.0,115.0,61.0,0.0,2.353886209172184,0.1550561797752809,3.5420289855072467,3.1
3375,2004,https://www.zomato.com/jakarta/bhinneka-rasa-tanjung-duren/info,100000,8.0,-6.174717,106.788141,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguy5,0.0,28.0,43.0,37.0,28.0,0.0,3.0,33.0,5.0,41.0,13.0,40.0,32.0,17.0,15.0,0.0,2.406632921166697,0.3717948717948718,3.363793103448276,2.9
4306,119,https://www.zomato.com/jakarta/kemangi-kelapa-gading/info,100000,84.0,-6.1648919563,106.9028896093,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000100000000000000000000000000000000000000,qquhbt,0.0,94.0,112.0,38.0,33.0,2.0,26.0,59.0,13.0,8.0,17.0,80.0,41.0,65.0,22.0,0.0,2.3542338537053498,0.1652173913043478,3.621052631578948,3.2
2045,4493,https://www.zomato.com/jakarta/kin-no-taki-sudirman/info,250000,75.0,-6.219765,106.814413,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000001000000000000010000000,qqguwe,0.0,95.0,79.0,101.0,74.0,6.0,7.0,36.0,19.0,60.0,14.0,42.0,33.0,53.0,31.0,0.0,2.409881518283688,0.0941176470588235,3.9708333333333337,2.9
4306,119,https://www.zomato.com/jakarta/kemangi-kelapa-gading/info,100000,84.0,-6.1648919563,106.9028896093,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000100000000000000000000000000000000000000,qquhbt,0.0,94.0,112.0,38.0,33.0,2.0,26.0,59.0,13.0,8.0,17.0,80.0,41.0,65.0,22.0,0.0,2.3542338537053498,0.1652173913043478,3.621052631578948,3.2
1111,3154,https://www.zomato.com/jakarta/mie-aceh-seulawah-melawai/info,60000,8.0,-6.2450524716,106.8026319891,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguqr,0.0,61.0,33.0,38.0,26.0,2.0,20.0,30.0,5.0,33.0,35.0,43.0,37.0,22.0,22.0,0.0,2.491284297196132,0.0,0.0,3.1
2550,243,https://www.zomato.com/jakarta/harris-cafe-harris-hotel-conventions-kelapa-gading-kelapa-gading/info,475000,13.0,-6.157404,106.910179,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000010000000000000000010000000000000000000000000000000000000000000000010,qquhbz,0.0,84.0,77.0,36.0,11.0,5.0,9.0,19.0,7.0,4.0,15.0,41.0,38.0,46.0,25.0,0.0,2.3096494354625534,0.1481481481481481,3.8250000000000006,2.9
4181,4509,https://www.zomato.com/jakarta/nasi-lemak-medan-bang-salim-sudirman/info,110000,7.0,-6.2248995821,106.8040569127,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000100000000000000000000000000000000000,qqguw6,0.0,95.0,61.0,100.0,11.0,3.0,0.0,38.0,5.0,33.0,19.0,72.0,23.0,99.0,21.0,0.0,2.242228049165308,0.0037037037037037,3.4,2.9
2118,5371,https://www.zomato.com/jakarta/toast-box-penjaringan/info,100000,7.0,-6.127109,106.790924,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000010000000000000000000000000,qqgvnh,0.0,48.0,73.0,36.0,135.0,22.0,16.0,25.0,16.0,27.0,10.0,30.0,34.0,29.0,15.0,0.0,2.370805232548825,0.0,0.0,2.8
1600,2566,https://www.zomato.com/jakarta/pepper-lunch-express-pantai-indah-kapuk/info,200000,41.0,-6.109972,106.740647,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,76.0,50.0,6.0,6.0,4.0,14.0,0.0,8.0,9.0,95.0,41.0,78.0,6.0,0.0,2.1292749350301925,0.0109890109890109,4.0,2.9
1559,4665,https://www.zomato.com/jakarta/kedai-kopi-kulo-fatmawati/info,70000,31.0,-6.302467,106.794797,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000100000100000000000000000000000000000000000000000000000000000000000000000,qqgunh,0.0,24.0,27.0,67.0,20.0,2.0,55.0,59.0,20.0,37.0,6.0,23.0,53.0,53.0,29.0,0.0,2.449330970462277,0.0,0.0,3.1
1242,5062,https://www.zomato.com/jakarta/kfc-fatmawati/info,150000,11.0,-6.27236,106.7978,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqguq4,0.0,64.0,38.0,21.0,30.0,12.0,5.0,23.0,2.0,23.0,7.0,46.0,40.0,30.0,10.0,0.0,2.3958044356413257,0.0412371134020618,3.225,2.8
2527,3367,https://www.zomato.com/jakarta/cakwe-galaxy-1-gandaria/info,40000,18.0,-6.24376,106.783617,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000100000000000,qqgumz,0.0,77.0,51.0,27.0,152.0,17.0,34.0,32.0,16.0,68.0,23.0,28.0,55.0,33.0,44.0,3.0,2.4484939484877484,0.0235294117647058,3.25,3.2
3190,4845,https://www.zomato.com/jakarta/sate-ayam-kambing-rspp-fatmawati/info,80000,15.0,-6.277259,106.800828,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000000000000000000000010000000000000000000000000100000000100000000000,qqguq3,0.0,39.0,38.0,10.0,14.0,10.0,13.0,14.0,4.0,20.0,6.0,27.0,18.0,28.0,14.0,0.0,2.475106593552693,0.12,3.4166666666666665,3.2
1150,4744,https://www.zomato.com/jakarta/i-am-geprek-bensu-fatmawati/info,60000,5.0,-6.260274,106.796887,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguqh,0.0,87.0,59.0,23.0,36.0,11.0,13.0,32.0,1.0,34.0,11.0,25.0,29.0,23.0,32.0,0.0,2.4050290122166578,0.2980769230769231,3.516129032258063,3.2
2528,5600,https://www.zomato.com/jakarta/laus-kopi-setiabudi/info,195000,71.0,-6.2157134393,106.8301152438,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000010000000000000000000000010000000000000000000000000,qqguwu,0.0,118.0,49.0,48.0,60.0,0.0,37.0,63.0,62.0,79.0,26.0,53.0,48.0,50.0,42.0,0.0,2.4987203366697406,0.3358778625954198,3.288636363636364,3.0
365,6360,https://www.zomato.com/jakarta/sari-ratu-1-senayan/info,80000,30.0,-6.226514,106.799175,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000,qqguw6,0.0,93.0,41.0,57.0,8.0,3.0,9.0,23.0,3.0,26.0,20.0,63.0,38.0,64.0,14.0,0.0,2.3123030700122955,0.008130081300813,3.3,3.1
1728,5127,https://www.zomato.com/jakarta/a-w-3-pluit/info,120000,26.0,-6.107676215,106.7791492492,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqgvmb,0.0,15.0,22.0,51.0,9.0,3.0,7.0,9.0,7.0,9.0,3.0,34.0,30.0,28.0,10.0,0.0,2.343308958992186,0.0,0.0,3.1
3318,5125,https://www.zomato.com/jakarta/nasi-gurih-pak-zul-muara-karang/info,80000,8.0,-6.115845,106.780902,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvjy,0.0,44.0,73.0,53.0,5.0,9.0,4.0,21.0,0.0,2.0,5.0,43.0,55.0,87.0,12.0,0.0,2.1557550648359225,0.1935483870967742,3.6375,3.0
3073,2210,https://www.zomato.com/jakarta/simply-tanjung-duren/info,50000,24.0,-6.177363,106.79068,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000100000000000000000000000001000000000000000000000000000000000000000000000,qqguy5,0.0,46.0,63.0,32.0,40.0,0.0,4.0,33.0,8.0,54.0,19.0,38.0,37.0,18.0,19.0,0.0,2.407128672978008,0.1,3.472727272727273,3.2
1988,3453,https://www.zomato.com/jakarta/lox-smoked-salmon-gandaria/info,100000,17.0,-6.243777,106.784139,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qqgumz,0.0,76.0,53.0,27.0,153.0,16.0,36.0,35.0,16.0,69.0,25.0,29.0,56.0,39.0,48.0,3.0,2.458861258481764,0.0212765957446808,4.1,3.1
3017,13,https://www.zomato.com/jakarta/the-darwins-theory-kelapa-gading/info,200000,9.0,-6.153109,106.907435,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000100000000000000100000000000000001000000000000000000000000000000000000000000000000,qquhbx,0.0,139.0,95.0,81.0,16.0,10.0,8.0,27.0,17.0,8.0,13.0,114.0,51.0,72.0,32.0,0.0,2.2733635245618995,0.0962566844919786,3.811111111111112,2.7
4648,5484,https://www.zomato.com/jakarta/calantha-aston-pluit-pluit/info,350000,22.0,-6.1245982941,106.79517176,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00010000000000000000000001000000000000000000000000000000000000000000000000000000000010,qqgvnj,0.0,54.0,41.0,63.0,31.0,17.0,20.0,29.0,43.0,34.0,5.0,61.0,44.0,74.0,22.0,0.0,2.506613228205266,0.06,3.466666666666667,3.1
210,2434,https://www.zomato.com/jakarta/bake-a-boo-tanjung-duren/info,85000,4.0,-6.1749266447,106.7836526781,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000100000000000000100000000000000000000000000000000000000000000000000000000000100000,qqguvg,0.0,61.0,62.0,69.0,67.0,0.0,6.0,30.0,8.0,32.0,12.0,68.0,40.0,45.0,25.0,0.0,2.3835673274156344,0.1362126245847176,3.670731707317073,3.2
4630,6393,https://www.zomato.com/jakarta/eagles-cafe-palmerah/info,100000,7.0,-6.202108,106.785163,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000000010000000000000000000000000000000000000000000000000,qqguty,0.0,65.0,52.0,162.0,86.0,3.0,15.0,66.0,6.0,118.0,15.0,99.0,81.0,60.0,67.0,0.0,2.3755359596219585,0.2727272727272727,3.6666666666666665,3.2
3429,3932,https://www.zomato.com/jakarta/pawon-nyonya-kuningan/info,150000,30.0,-6.2279036002,106.8257496133,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguwf,0.0,100.0,40.0,28.0,48.0,24.0,21.0,35.0,70.0,52.0,13.0,23.0,37.0,41.0,26.0,0.0,2.5058500138887405,0.2678571428571428,3.573333333333333,2.9
