index,encode,new_code,rank
874,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
1427,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2184,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2629,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2692,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2788,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2823,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2892,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2896,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
2937,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3024,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3045,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3047,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3053,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3086,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3105,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3113,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3145,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3150,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3183,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3194,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3207,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3223,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3234,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3264,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3288,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3366,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3372,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3393,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3409,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3433,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3554,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3589,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3616,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3651,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3685,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3758,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3811,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3815,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3846,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3887,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3891,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3892,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3894,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3896,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3907,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3954,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3956,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
3979,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4026,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4042,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4066,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4095,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4156,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4195,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4229,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4235,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4288,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4290,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4296,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4298,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4329,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4347,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4367,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4398,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4422,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4518,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4562,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4669,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4722,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4788,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4813,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4847,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
4935,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5006,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5009,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5036,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5052,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5153,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5201,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5338,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5590,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5607,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5624,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5682,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5704,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5730,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5737,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5744,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5788,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5813,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5905,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5938,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5968,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5986,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
5994,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6017,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6019,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6034,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6055,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6078,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6089,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6132,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6147,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6217,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6364,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6367,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6624,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6759,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6764,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6784,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
6926,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
7001,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
7109,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
7119,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
7137,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
7189,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
7242,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,5
26,00010000000000000000000000100000000010010010000000000000000000000000000000100000000000,0,2113
27,00000000000000000000000000000000000010001000000000000000000000000000000000000000000000,0,213
1838,00000000000000000000000000000000000010001000000000000000000000000000000000000000000000,0,213
2672,00000000000000000000000000000000000010001000000000000000000000000000000000000000000000,0,213
3357,00000000000000000000000000000000000010001000000000000000000000000000000000000000000000,0,213
4894,00000000000000000000000000000000000010001000000000000000000000000000000000000000000000,0,213
28,00000000000000000001000000000000000010000000000000000000000000000100000000100000000010,0,2112
29,00000100000000000000000000000000000000000000000000000000000100000000000000000000000000,0,1571
30,00010000000000000000000000000000000000010000000000000000000000000010000000000000000000,0,2023
31,00000000000000000001000000000000000000000001000000000000000000000000000000100000000000,0,2137
32,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
178,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
1342,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
1552,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
1793,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
1881,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
2207,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
2279,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
2494,00000000000000000000000000100000000010000000000000000000000000000000000000000000000000,0,114
33,00000011000000000100000000000000000010000000000000000000000000000000000000000000000000,0,734
34,00000000000000100000100000000000000000000000000000000000000000000000010000000000000000,0,1198
35,00000000000000000000000001000000000000100000000000000000000000000000000000100000000000,0,2187
36,00010000000000000010100000000000000001000000000000000000000000000000000000100000000000,0,1170
37,00000000000000000000100000000000000010000000000000000000000000000100000000000000000000,0,1937
38,00000000000000000010100000000000000000000000000001000000000000000000100000100000000000,0,2160
39,00000001000000000000000000000000000010000000000000000000000000000000000000000000000010,0,1400
40,00000000000000000100000000100000000000010000000000000000000000000000010000000000000000,0,1424
41,00000000000000000010100000000000000000100000000000000000000000001000000000000010000010,0,2190
42,00000000000000000000100000000000000000000000000000000000010000000100000000000000000000,0,779
43,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
93,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
94,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
4413,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
4774,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
4777,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
4981,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
5216,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
5889,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
5912,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
5992,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
6928,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
7036,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
7194,00000100000000000000100000000000000000000000000000000000000000000000000000000000000000,0,77
44,00000000000000000010100000000000000000000000000000000000000000000000000000000100000000,0,1234
45,00000000001000000000000000000000000010000000000000000000000000000000000000000000000000,0,303
7165,00000000001000000000000000000000000010000000000000000000000000000000000000000000000000,0,303
7228,00000000001000000000000000000000000010000000000000000000000000000000000000000000000000,0,303
46,00000000000000000000100000000000010010000000000000000000000000000000000000000000000010,0,1051
47,00000010000000000001000100000000000000010000000000000000000000000010000000000000000000,0,1208
48,00000000000000100000100000000000000001000000000000000000000000100000000000000000000000,0,427
431,00000000000000100000100000000000000001000000000000000000000000100000000000000000000000,0,427
49,00000000000000000000000000000000000000010000000000000000000000000000010001000000000000,0,922
50,00000000000000000001001100000000000000000000000000000000000000000000100000000000000000,0,1050
51,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
2263,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3007,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3136,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3205,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3210,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3311,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3573,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3575,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3673,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3873,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
3990,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4183,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4247,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4447,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4510,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4512,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4556,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4717,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
4858,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
5413,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
5430,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
5481,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
5839,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
5849,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
5876,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6002,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6459,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6494,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6522,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6559,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6666,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6766,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6826,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6888,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
6986,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,0,32
52,00000000000000000000000000000000000010000000000000000000010000000010000000000000000000,0,1207
53,00000000000000000000000000000000000000010001000000000000000000000000010000000000000000,0,614
1517,00000000000000000000000000000000000000010001000000000000000000000000010000000000000000,0,614
54,00010000000000000000000000000000000000000000000000000000000100000000000000000000000000,0,1477
55,00000100000000000011100000000000000010000000000000000000000000000000000000000000000000,0,1731
56,00000000000000000000000000000000000010000000000000000000000000000010000000000000000010,0,192
492,00000000000000000000000000000000000010000000000000000000000000000010000000000000000010,0,192
745,00000000000000000000000000000000000010000000000000000000000000000010000000000000000010,0,192
1683,00000000000000000000000000000000000010000000000000000000000000000010000000000000000010,0,192
2289,00000000000000000000000000000000000010000000000000000000000000000010000000000000000010,0,192
