url,title,franchise_flag,rest_type,rest_price,rest_facility,rest_longlat,rating,review
https://www.zomato.com/jakarta/holy-noodle-kelapa-gading/info,Holy Noodle,0,Korean,Rp200.000 for two people (approx.),Takeaway Available|Smoking Area|Private Dining Area Available|Indoor Seating|Wifi|Table booking recommended|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1522280000,106.8918920000']",4.3,163
https://www.zomato.com/jakarta/yoons-kitchen-kelapa-gading/info,Yoon's Kitchen,0,Korean,Rp150.000 for two people (approx.) Without alcohol,Takeaway Available|Beer|Smoking Area|Outdoor Seating|Indoor Seating|Table booking recommended,"['https://www.google.com/maps/dir/?api=1&destination=-6.1601615469,106.9071238115']",3.1,11
https://www.zomato.com/jakarta/sate-khas-senayan-1-kelapa-gading/info,Sate Khas Senayan,1,Satay|Indonesian,Rp280.000 for two people (approx.),Home Delivery|Takeaway Available|Indoor Seating|Table booking recommended|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1455907144,106.8920665607']",3.5,80
https://www.zomato.com/jakarta/lum-dee-thai-bbq-kelapa-gading/info,Lum Dee Thai BBQ,0,Thai|Grill|BBQ,Rp100.000 for two people (approx.),Takeaway Available|Outdoor Seating|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1672579786,106.9016028196']",3.6,47
https://www.zomato.com/jakarta/chung-gi-wa-2-kelapa-gading/info,Chung Gi Wa,0,Korean,Rp300.000 for two people (approx.) Without alcohol,Takeaway Available|Beer|Wifi|Table booking recommended|Indoor Seating,"['https://www.google.com/maps/dir/?api=1&destination=-6.1519730000,106.8899770000']",3.4,59
https://www.zomato.com/jakarta/yuraku-kelapa-gading/info,Yuraku,0,Japanese,"Rp330.000 for two people (approx.)|Instagram = @digitamafoodies / @digitamagabumonRestoran yang telah ada sejak lama ini menawarkan konsep All You Can Eat Yakiniku dan Shabu-Shabu yang cukup lengkap. Ada berbagai macam pilihan Daging Sapi dan Bakso untuk Shabu dan Grill. Ada Spaghetti, Dimsum, Aneka Gorengan, Camilan, Es Krim, Puding, dll. Untuk minuman, tersedia Lemon Tea, Kopi, Ocha, dan berbagai macam Es Campur. Jangan lupa untuk mengajak teman dan kerabat menikmati AYCE di sini... ^^Di sini juga kita bisa memilih beragam jenis hidangan seperti daging US, Bulgogi, Black Pepper, lada hitam, Udang, hingga Cumi.  Untuk menikmati paket all you can eat di sini untuk sebesar Rp. 193.000 untuk dewasa. Harga tersebut sudah...read more",Indoor Seating|Wifi|Buffet|Table booking recommended|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1587440000,106.9071440000']",4.3,485
https://www.zomato.com/jakarta/sushi-hiro-kelapa-gading/info,Sushi Hiro,0,Japanese,Rp400.000 for two people (approx.),Home Delivery|Takeaway Available|Indoor Seating|Table booking recommended|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1695870000,106.8993590000']",4.5,"3,510"
https://www.zomato.com/jakarta/phyllo-coffee-kitchen-kelapa-gading/info,Phyllo Coffee & Kitchen,0,Coffee|Indonesian,Rp130.000 for two people (approx.),Breakfast|Takeaway Available|Indoor Seating|Wifi|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1759610000,106.8954560000']",3.9,43
https://www.zomato.com/jakarta/sinar-khek-2-kelapa-gading/info,Sinar Khek,0,Chinese,Rp60.000 for two people (approx.),Takeaway Available|Indoor Seating|Wifi|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1504960000,106.8920640000']",3.5,71
https://www.zomato.com/jakarta/kopi-luwak-kelapa-gading/info,Kopi Luwak,0,Indonesian|Tea|Coffee,Rp200.000 for two people (approx.),Indoor Seating|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1572400000,106.9082430000']",3.2,41
https://www.zomato.com/jakarta/shabu-shabu-express-kelapa-gading/info,Shabu - Shabu Express,0,Japanese,Rp200.000 for two people (approx.) Without alcohol,Takeaway Available|Beer|Group Meal|Table booking recommended|Indoor Seating,"['https://www.google.com/maps/dir/?api=1&destination=-6.1573770000,106.9078100000']",3.5,17
https://www.zomato.com/jakarta/gahyo-korean-bbq-kelapa-gading/info,Gahyo Korean BBQ,0,Korean|BBQ|Grill,Rp500.000 for two people (approx.) Without alcohol,Takeaway Available|Wine and Beer|Table booking recommended|Smoking Area|Indoor Seating|Wifi|Table reservation required,"['https://www.google.com/maps/dir/?api=1&destination=-6.1512320000,106.8902060000']",3.7,20
https://www.zomato.com/jakarta/lapo-ni-dainang-by-sirait-kelapa-gading/info,Lapo Ni Dainang by Sirait,0,Batak,Rp80.000 for two people (approx.),Takeaway Available|Indoor Seating|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1706790000,106.9001640000']",3.9,33
https://www.zomato.com/jakarta/ayam-suwir-wara-wiri-kelapa-gading/info,Ayam Suwir Wara Wiri,0,Indonesian,Rp80.000 for two people (approx.),Breakfast|Takeaway Available|Indoor Seating|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1719510000,106.9054660000']",3.8,30
https://www.zomato.com/jakarta/bamboo-dimsum-1-kelapa-gading/info,Bamboo Dimsum,0,Chinese,"Rp100.000 for two people (approx.)|Nyobain all u can eat di mariih, murah meriah 2 orang cuman Rp 127.000,- plus kalo pake **O cashback dapet Rp 15.000,- wow muraah beth.. Utk rasa ya sesuai harga lah hehe.. Lumayan kok dimsumnya bikin wareg",Takeaway Available|Indoor Seating|Wifi|Buffet|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1565451270,106.9088722765']",2,134
https://www.zomato.com/jakarta/bebek-ummi-kelapa-gading/info,Bebek Ummi,0,Jawa|Satay,Rp100.000 for two people (approx.),Home Delivery|Takeaway Available|Praying Room|Smoking Area|Indoor Seating|Private Dining Area Available|Wifi|Table booking not available|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1672679787,106.9010167569']",4.2,237
https://www.zomato.com/jakarta/pundi-selera-kelapa-gading/info,Pundi Selera,0,Cafe|Indonesian,Rp100.000 for two people (approx.),Breakfast|Takeaway Available|Wifi|Desserts and Bakes|Outdoor Seating|Smoking Area|Indoor Seating|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1521230000,106.8902530000']",3.6,29
https://www.zomato.com/jakarta/sari-laut-ujung-pandang-1-kelapa-gading/info,Sari Laut Ujung Pandang,0,Seafood|Makassar|Satay,Rp200.000 for two people (approx.),Home Delivery|Takeaway Available|Indoor Seating|Smoking Area|Wifi|No Alcohol Available,"['https://www.google.com/maps/dir/?api=1&destination=-6.1701749915,106.8996079266']",3.9,52
